threshold,mean_reachable_pairs,mean_reach_from_source
0.1,4929.6,113.86666666666666
0.2,3683.133333333333,108.13333333333334
0.3,2509.2,102.6
0.4,1297.1333333333334,96.93333333333334
0.5,694.2666666666667,88.0
0.6,449.0,75.06666666666666
0.7,324.4,66.93333333333334
0.8,231.93333333333334,54.333333333333336
0.9,84.4,29.8
